ID,Name,2019 Revenue,2019 Expenses,2019 Profit,2019 Growth %,2018 Revenue,2018 Expenses,2018 Profit,2018 Growth %,2017 Revenue,2017 Expenses,2017 Profit,Industry,Description,Employees,State,City,Metro Area,Year Founded,Total Growth %,Avg Revenue (2017-2019),Avg Expenses (2017-2019),Avg Profit (2017-2019),Company Founded Longevity,Growth rate in Last 3 Years in %,Admin Spend (2019) Ratio,Marketing & Sales Spend (2019) Ratio,R&D Spend (2019) Ratio,Admin Spend (2019),Marketing & Sales Spend (2019),R&D Spend (2019),Result
194,Konkdom,14001604.14,1306966.56,12694637.59,4.16,2713227,323913.35,2389313.65,2.83,708414.36,91664.55,616749.81,Consumer Products & Services,"Develops and sells health and wellness products based on Moringa oleifera, a nutrient-rich tree. Products include liquid nutritionals, energy & performance, weight management and skin care items.",172,UT,Lehi,"Provo-Orem, UT",2014,18.76,5807748.5,574181.49,5233567.02,6,9.38,0.206,0.3276,0.4664,269235.111,428162.245,609569.204,1
195,Kaysolodex,8310294.02,5879731.12,2430562.9,5.13,1355804,778307.59,577496.41,3.11,329879.32,227799.79,102079.53,IT Services,Provides in-house and outsourced IT services for midsize companies and corporations such as Starbucks and General Motors. Areas of expertise include application development and business intelligence.,2670,MI,Madison Heights,Detroit,2016,24.19,3331992.45,2295279.5,1036712.95,4,12.095,0.1879,0.2394,0.5727,1104801.477,1407607.63,3367322.012,0
196,Zunremlane,9102843.2,4973717.24,4129125.97,3.02,2266904,1498297.42,768606.58,4.22,434272.8,253564.67,180708.13,Consumer Products & Services,Creates and distributes unique screen printed and embroidered garments.,37,IL,Chicago,Chicago,2017,19.96,3934673.33,2241859.78,1692813.56,3,9.98,0.2415,0.259,0.4995,1201152.713,1288192.765,2484371.761,0
197,Kinlax,9380872.32,8212849.11,1168023.21,4.26,1782331,1721287.03,61043.97,4.72,311596.33,298679.87,12916.46,Financial Services,"Specializes in safe financial retirement planning with an emphasis on personalized service, integrity and affordability.",100,AZ,Tucson,"Tucson, AZ",2006,29.11,3824933.22,3410938.67,413994.55,14,14.555,0.2796,0.2792,0.4412,2296312.611,2293027.472,3623509.027,0
198,Inchkix,8724296.96,5427040.34,3297256.62,4.26,1659447,824332.06,835114.94,3.96,334565.93,347499.88,-12933.95,Health,"Designs healthcare services, personal health tools, public health & emergency communications and innovative interactive media.",29,MA,Northampton,"Springfield, MA",2015,25.08,3572769.96,2199624.09,1373145.87,5,12.54,0.2436,0.2545,0.5019,1322027.027,1381181.767,2723831.547,0
199,Highvivalux,5501719.44,867507.78,4634211.66,2.99,1379806,560178.13,819627.87,4.02,274861.75,118386.54,156475.21,Consumer Products & Services,"Offers a complete range of advanced steam cleaners for home, commercial and industrial uses.",16,DE,Newark,Philadelphia,2014,19.02,2385462.4,515357.48,1870104.91,6,9.51,0.2092,0.2188,0.572,181482.628,189810.702,496214.45,0
200,Zathhow,7232097.8,5166523.28,2065574.52,5.63,1091364,746491.94,344872.06,4.54,196997.11,119152.01,77845.1,Consumer Products & Services,Makes colorful gear and decorative home accessories for children.,4,TN,Nashville,Nashville,2006,35.71,2840152.97,2010722.41,829430.56,14,17.855,0.2386,0.3198,0.4416,1232732.455,1652254.145,2281536.68,0
201,Blacktaxon,10274456.59,3752711.12,6521745.47,2.66,2808267,854167.63,1954099.37,-0.35,4320410.77,1041820.01,3278590.76,Real Estate,An event venue development firm that owns and rents out six unique New York City properties for events of clients like Google and Ralph Lauren.,11,NY,New York,New York City,2006,1.38,5801044.79,1882899.59,3918145.2,14,0.69,0.2941,0.2027,0.5032,1103672.34,760674.544,1888364.236,0
202,Labam,8124115.52,5173904.24,2950211.28,3.77,1701839,912531.89,789307.11,3.79,355289.98,251679.05,103610.93,Construction,Provides commercial and residential cooling and heating services including installation and maintenance.,150,FL,Winter Garden,"Orlando, FL",2014,21.87,3393748.17,2112705.06,1281043.11,6,10.935,0.2431,0.2992,0.4577,1257776.121,1548032.149,2368095.971,0
203,Black-Tax,5166323.97,3772942.03,1393381.94,4.44,949581,799609.05,149971.95,3.5,211018,245886.78,-34868.78,Construction,"Designs churches, government buildings, multifamily housing, commercial buildings and interiors, and educational institutions.",22,MD,Columbia,Baltimore,2016,23.48,2108974.32,1606145.95,502828.37,4,11.74,0.2124,0.2873,0.5003,801372.887,1083966.245,1887602.898,0
204,Med-City,10488576.7,5637041.94,4851534.76,4.47,1916434,1066298.22,850135.78,4.46,350995.24,197168.23,153827.01,Retail,"Offers shape wear, girdles, cinchers, intimates and maternity garments designed to be modern, comfortable and accessible.",16,IL,Cicero,Chicago,2013,28.88,4252001.98,2300169.46,1951832.52,7,14.44,0.2224,0.2751,0.5025,1253678.127,1550750.238,2832613.575,0
205,Sunviaway,1614585.24,4323005,-2708419.76,4.64,286038,522983.09,-236945.09,,,,,Health,"Specializes in clinical research services for phase I-IV trials and registries for biopharmaceutical and medical device firms, especially those who specialize in oncology.",486,NC,Morrisville,"Durham, NC",2018,,,,,2,,0.1937,0.3185,0.4878,837366.068,1376877.092,2108761.839,0
206,Vaiatrax,10650059.02,1513134.48,9136924.54,3.17,2556168,276848.85,2279319.15,1.22,1151427.03,69684.52,1081742.51,Financial Services,"Provides services in financial management and accounting, mergers and acquisitions execution, due diligence, post-closing integration, and operations management.",24,PA,Philadelphia,Philadelphia,2014,8.25,4785884.68,619889.28,4165995.4,6,4.125,0.2376,0.2221,0.5403,359520.752,336067.168,817546.56,0
207,Ganzhex,5307243.15,2439136.82,2868106.33,5.08,873423,396817.32,476605.68,3.67,187028.48,79994.21,107034.27,Retail,Sells ready-to-assemble and pre-assembled kitchen cabinets nationwide.,18,NY,Hopewell Junction,"Poughkeepsie-Newburgh-Middletown, NY",2015,27.38,2122564.88,971982.78,1150582.09,5,13.69,0.1858,0.3389,0.4753,453191.621,826623.468,1159321.731,0
208,Plexfix,7404128.73,6015274.94,1388853.8,4.96,1241315,938246.13,303068.87,3.83,257001.04,167362.4,89638.64,Media,Provides TV and commercial film and post production crews to clients from around the globe.,12,TX,Austin,Austin,2012,27.81,2967481.59,2373627.82,593853.77,8,13.905,0.1737,0.2735,0.5528,1044853.257,1645177.696,3325243.987,0
209,Care-La,7266698.44,3081061.72,4185636.72,4.68,1278669,551411.61,727257.39,3.65,274982.58,106294.99,168687.59,Business Products & Services,"Performs electronic discovery and review services, including forensic collection, processing, analytics, predictive coding, and managed review, for law firms, corporations, and governments.",230,GA,Atlanta,Atlanta,2014,25.43,2940116.67,1246256.11,1693860.57,6,12.715,0.158,0.3324,0.5096,486807.752,1024144.916,1570109.053,0
210,Dongstreet,7042297.21,6903334.17,138963.04,3.38,1607896,1496947.68,110948.32,3.09,393128.61,369802.14,23326.47,Health,"Provides onsite medical services and support all over the world. Iit has delivered health care services to the U.S. and NATO forces in Afghanistan, the World Trade Center recovery project and during response to Hurricane Katrina.",236,IN,Princeton,"Evansville, IN-KY",2010,16.91,3014440.61,2923361.33,91079.28,10,8.455,0.2438,0.3291,0.4271,1683032.871,2271887.275,2948414.024,0
211,Sumtechi,10805553.74,1944899.62,8860654.12,4.88,1837166,314019.81,1523146.19,4.24,350604.2,41707.53,308896.67,Business Products & Services,Develops technology that expands the online network of recruitment advertising to connect employers and job seekers as well as the income stream of digital publishers.,79,NY,New York,New York City,2008,29.82,4331107.98,766875.65,3564232.33,12,14.91,0.214,0.3027,0.4833,416208.519,588721.115,939969.986,1
212,Hatsaotam,6028951.86,2910331.13,3118620.73,3.27,1410499,670356.28,740142.72,4.23,269693.88,167416.73,102277.15,Computer Hardware,"Offers solid-state, full HD, digital sign and kiosk media players for the commercial digital signage market.",48,CA,Los Gatos,San Jose,2015,21.35,2569714.91,1249368.05,1320346.87,5,10.675,0.2883,0.2832,0.4285,839048.465,824205.776,1247076.889,0
213,Mathstreet,9150382.14,6266399.59,2883982.56,2.23,2834879,3420425.07,-585546.07,2.94,719512.44,3809825.02,-3090312.58,Education,"Uses proprietary analytical marketing methods to sell educational products to consumers. Its main product line is the Pimsleur foreign language learning program. Other offerings include materials on memory enhancement, vocabulary development and photo reading.",140,PA,Philadelphia,Philadelphia,2013,11.72,4234924.53,4498883.23,-263958.7,7,5.86,0.1587,0.2018,0.6395,994477.615,1264559.437,4007362.538,0
214,Basetrax,9391015.09,1040662.46,8350352.63,3.02,2337751,309143.39,2028607.61,0.56,1498558.33,200218.71,1298339.62,Construction,Offers commercial general construction and construction management services.,28,NY,Buffalo,"Buffalo-Niagara Falls, NY",2015,5.27,4409108.14,516674.85,3892433.29,5,2.635,0.2832,0.2985,0.4183,294715.609,310637.744,435309.107,0
215,Linetouch,10514845.54,2342948.42,8171897.11,3.14,2542284,663836.98,1878447.02,2.15,807074.29,250098.32,556975.97,Financial Services,"Offers real estate investors and buyers competitive interest rates, exceptional customer service and healthy lending practices.",937,PA,Plymouth Meeting,Philadelphia,2016,12.03,4621401.28,1085627.91,3535773.37,4,6.015,0.224,0.3347,0.4413,524820.446,784184.836,1033943.138,0
216,Zim-Fan,8236758.26,2939013.57,5297744.69,2.95,2086476,747217.41,1339258.59,1.85,732096.84,303231.85,428864.99,Food & Beverage,"Designs customized packages for tailgate parties that include tents, chairs, coolers, and TV and take place at its partner campuses.",125,AL,Auburn,"Auburn-Opelika, AL",2016,10.25,3685110.37,1329820.94,2355289.42,4,5.125,0.1768,0.2522,0.571,519617.599,741219.222,1678176.748,0
217,Jobin,8001018.99,5356279.26,2644739.73,4.04,1585961,1644929.91,-58968.91,5.36,249364.94,293471.68,-44106.74,Media,"Hosts a community for more than 16,000 professional and hobbyist photographers that offers tutorials, critiques, contests and opportunities to buy, sell and trade work.",12,IL,Geneva,Chicago,2015,31.09,3278781.64,2431560.28,847221.36,5,15.545,0.1896,0.2787,0.5317,1015550.548,1492795.03,2847933.683,0
218,D-Ace,13645814.42,6258489.02,7387325.4,3.34,3147250,971792.86,2175457.14,,,,,Consumer Products & Services,"Provides residential house cleaning services in 12 Southeastern U.S. Cities, featuring a unique payment model where employee wages are determined by customer feedback.",149,AL,Mountain Brook,"Birmingham-Hoover, AL",2018,,,,,2,,0.267,0.267,0.466,1671016.568,1671016.568,2916455.883,0
219,Ganzlux,8230012.18,5454787.58,2775224.6,4.88,1400425,777675.98,622749.02,4.35,261761.68,207014.92,54746.76,Logistics & Transportation,"An asset-based transportation provider offering full truckload and less than truckload freight services throughout the United States and Canada. Services include temperature control, hazardous materials transport and expedited transport.",40,NJ,Edison,New York City,2016,30.44,3297399.62,2146492.83,1150906.79,4,15.22,0.165,0.2777,0.5573,900039.951,1514794.511,3039953.118,0
220,Zenware,9590885.94,1692982.07,7897903.87,4.06,1896771,284800.01,1611970.99,1.83,670237.1,59319.42,610917.68,Health,A therapist-owned outpatient physical therapy clinic with three locations in Colorado.,37,CO,Centennial,Denver,2016,13.31,4052631.35,679033.83,3373597.51,4,6.655,0.166,0.2132,0.6208,281035.024,360943.777,1051003.269,0
221,Whitefase,8492524.4,2714282.69,5778241.71,4.69,1493583,446030.19,1047552.81,2.52,424313.35,213802.4,210510.95,Engineering,"A full-service, multi-discipline engineering firm with extensive refinery, petrochemical and terminals capabilities.",240,TX,Corpus Christi,Austin,2014,19.01,3470140.25,1124705.09,2345435.16,6,9.505,0.2862,0.2193,0.4945,776827.706,595242.194,1342212.79,0
222,Canstrip,11311771.27,2421284.42,8890486.84,4.77,1962030,406885.4,1555144.6,4.67,346037.04,65158.46,280878.58,Telecommunications,"Provides easy-to-use, multi-feature hosted audio conferencing, Web conferencing and video conferencing for businesses of all sizes.",9,MA,Quincy,Boston,2017,31.69,4539946.1,964442.76,3575503.34,3,15.845,0.2987,0.3223,0.379,723237.656,780379.969,917666.795,1
223,Duotouch,8942315.05,3738983.7,5203331.35,4.33,1677284,807399.38,869884.62,5.28,267083.44,170054.16,97029.28,Logistics & Transportation,"A third-party logistics brokerage that arranges a wide range of transportation and freight services, including temperature controlled, dry van, drayage, and less-than-truckload.",15,OH,Rocky River,Cleveland,2017,32.48,3628894.16,1572145.75,2056748.42,3,16.24,0.1641,0.2311,0.6048,613567.225,864079.133,2261337.342,0
224,Goodace,7858270.99,3662576.19,4195694.8,3.02,1953695,1349927.54,603767.46,1.3,849432.61,678804.14,170628.47,Manufacturing,A metals manufacturing and supply company with three plants that provide its customers in 13 industrial sectors with an array of metal processing services and products.,38,MI,Dorr,"Allegan, MI",2016,8.25,3553799.53,1897102.62,1656696.91,4,4.125,0.2098,0.308,0.4822,768408.485,1128073.467,1766094.239,0
225,Tamqvocone,9045108.12,5727397.03,3317711.09,4.61,1612267,942719.8,669547.2,3.57,352793.65,200047.8,152745.85,Health,"A wealth management company specializing in private equity in healthcare. It owns and manages Altus Health, whose operations include a surgical hospital, cancer centers and two freestanding emergency centers.",979,TX,PEARLAND,Houston,2017,24.64,3670056.26,2290054.88,1380001.38,3,12.32,0.2027,0.2638,0.5335,1160943.378,1510887.337,3055566.316,0
226,Vivaity,7529147.74,3147929.29,4381218.45,4.74,1312297,404015.79,908281.21,5.25,209967.52,65343.17,144624.35,Construction,Specializes in design & build construction projects and self-performing heavy civil & interior renovation for the federal government.,23,WA,Lakewood,Seattle,2013,34.86,3017137.42,1205762.75,1811374.67,7,17.43,0.1713,0.339,0.4897,539240.287,1067148.029,1541540.973,0
227,O-Touch,9521726.92,3669857.66,5851869.26,4.69,1674419,771196.22,903222.78,3.49,372921.83,195520.72,177401.11,Health,"Develops a population health management program that enables payers and care-delivery organizations to improve individual health and provider performance by integrating workflow, analytics, content and communication capabilities. This facilitates collaboration among healthcare stakeholders payers, providers and value-based healthcare organizations.",393,TX,Frisco,Dallas,2009,24.53,3856355.92,1545524.87,2310831.05,11,12.265,0.2336,0.251,0.5154,857278.749,921134.273,1891444.638,0
228,Temp-Holdings,10353055.27,4798186.41,5554868.86,3.64,2231744,838270.75,1393473.25,4.02,444570.52,199246.96,245323.56,Human Resources,"Specializes in job placement services for flexible professional jobs, such as telecommuting, freelance, part-time, flexible and alternative schedule job opportunities.",13,CO,Boulder,"Boulder, CO",2017,22.29,4343123.26,1945234.71,2397888.56,3,11.145,0.166,0.2911,0.5429,796498.944,1396752.064,2604935.402,0
229,Flexlane,7733373.69,4666916.81,3066456.88,3.23,1828665,1888168.69,-59503.69,3.04,452639.85,623123.05,-170483.2,IT Services,"Develops and delivers professional services in support of SAP applications. It is a member of the SAP PartnerEdge program, and its SAP-certified CompEZ and FormsEZ enhance SAP software by increasing efficiencies and maximizing profits for customers.",120,MI,Novi,Detroit,2008,16.09,3338226.18,2392736.18,945490,12,8.045,0.1466,0.217,0.6364,684170.004,1012720.948,2970025.858,0
230,Zotcare,10249518.01,1261500.65,8988017.36,3.03,2545344,310775.31,2234568.69,1.41,1056159.34,144310.31,911849.03,IT Services,Matches high impact IT and SAP professionals with quality companies to form productive teams. JDC specializes in middle and senior technology and management positions.,75,GA,Atlanta,Atlanta,2009,8.7,4617007.12,572195.42,4044811.69,11,4.35,0.2311,0.3461,0.4228,291532.8,436605.375,533362.475,0
231,Triolane,6879765.69,3371795.8,3507969.89,2.72,1849165,838904.03,1010260.97,2.01,614340.53,277256.05,337084.48,Food & Beverage,A craft brewery with a focus on traditional seasonal and unique specialty beers.,100,IN,Indianapolis,"Indianapolis, IN",2007,10.2,3114423.74,1495985.29,1618438.45,13,5.1,0.2273,0.2638,0.5089,766409.185,889479.732,1715906.883,0
